Indices with the equal value of the average in the column
Column 1 | average = 0.492583: 
Column 2587 | average = 0.490972: 34, 78, 81, 82, 146, 243, 250, 273, 348, 394, 512, 520, 656, 776, 952, 985, 1005, 1146, 1216, 1256, 1285, 1379, 1469, 1680, 1892, 2092, 2201, 2237, 2254, 2322, 2428, 2584, 2978, 2987, 3136, 3207, 3266, 3318, 3355, 3436, 3438, 3469, 3827, 3876, 3950, 4036, 4065, 4135, 4260, 4328, 4474, 4559, 4608, 4673, 4909, 5219, 5264, 5468, 5516, 5531, 5563, 5687, 5901, 5913, 6090, 6097, 6136, 6244, 6382, 6482, 6531, 6708, 6751, 6818, 6958, 7099, 7270, 7276, 7427, 7469, 7487, 7542, 7574, 7723, 7731, 7792, 7848, 7919, 7940, 8093, 8139, 8485, 8604, 8708, 8738, 8776, 8881, 8912, 8936, 8948, 9069, 9223, 9256, 9277, 9287, 9450, 9490, 9501, 9524, 9814, 9912, 9979, 
Column 2588 | average = 0.498494: 
Column 2589 | average = 0.494104: 
Column 2590 | average = 0.493042: 
Column 2591 | average = 0.498439: 
Column 2592 | average = 0.493501: 
Column 2593 | average = 0.496089: 
Column 2594 | average = 0.494152: 
Column 2595 | average = 0.494928: 
Column 2596 | average = 0.500676: 173, 205, 234, 584, 585, 774, 789, 850, 1030, 1283, 1467, 1756, 1799, 2288, 2428, 2498, 2603, 3052, 3453, 3537, 3567, 3574, 3670, 3709, 3765, 3775, 3822, 3970, 4124, 4215, 4247, 4436, 4562, 4620, 4652, 4914, 5124, 5203, 5260, 5531, 5801, 5893, 5915, 5925, 6066, 6420, 6501, 6568, 6595, 6725, 6743, 6994, 6999, 7324, 7386, 7528, 7709, 7911, 8135, 8147, 8211, 8510, 8521, 8839, 8894, 8972, 9073, 9235, 9406, 9662, 9880, 9954, 
Column 2597 | average = 0.492787: 
Column 2598 | average = 0.495474: 
Column 2599 | average = 0.493613: 
Column 2600 | average = 0.494868: 
Column 2601 | average = 0.497167: 
Column 2602 | average = 0.498274: 
Column 2603 | average = 0.496061: 
Column 2604 | average = 0.495019: 
Column 2605 | average = 0.497745: 
Column 2606 | average = 0.494671: 
Column 2607 | average = 0.492696: 
Column 2608 | average = 0.494202: 
Column 2609 | average = 0.496115: 
Column 2610 | average = 0.496501: 
Column 2611 | average = 0.496105: 
Column 2612 | average = 0.495141: 
Column 2613 | average = 0.496329: 
Column 2614 | average = 0.499560: 
Column 2615 | average = 0.495814: 
Column 2616 | average = 0.487217: 
Column 2617 | average = 0.496264: 
Column 2618 | average = 0.491783: 
Column 2619 | average = 0.494267: 
Column 2620 | average = 0.493596: 
Column 2621 | average = 0.501874: 
Column 2622 | average = 0.494692: 
Column 2623 | average = 0.493327: 
Column 2624 | average = 0.498584: 
Column 2625 | average = 0.494501: 
Column 2626 | average = 0.491511: 
Column 2627 | average = 0.499257: 
Column 2628 | average = 0.495015: 
Column 2629 | average = 0.496297: 
Column 2630 | average = 0.490245: 0, 246, 268, 275, 318, 479, 594, 1004, 1026, 1044, 1045, 1317, 1347, 1409, 1597, 1680, 1780, 1963, 2057, 2106, 2181, 2196, 2242, 2353, 2546, 2658, 2900, 3003, 3318, 3321, 3608, 3732, 3755, 3833, 3839, 3850, 3871, 3888, 4083, 4144, 4200, 4262, 4571, 4619, 4784, 4920, 5007, 5054, 5362, 5639, 5891, 5914, 6355, 6371, 6386, 6393, 6539, 6544, 6632, 6702, 6900, 6917, 6990, 7400, 7513, 7624, 7677, 7801, 8107, 8168, 8189, 8623, 8663, 8669, 8806, 8970, 9009, 9028, 9068, 9118, 9241, 9304, 9305, 9402, 9519, 9523, 9621, 9718, 9721, 9933, 
Column 2631 | average = 0.494858: 
Column 2632 | average = 0.493819: 
Column 2633 | average = 0.498715: 
Column 2634 | average = 0.497513: 
Column 2635 | average = 0.496983: 
Column 2636 | average = 0.498610: 
Column 2637 | average = 0.496775: 
Column 2638 | average = 0.493465: 
Column 2639 | average = 0.500114: 87, 183, 184, 214, 341, 375, 394, 505, 527, 583, 682, 963, 972, 989, 1029, 1115, 1123, 1226, 1270, 1286, 1318, 1348, 1393, 1622, 1625, 1683, 1730, 1805, 1934, 2076, 2083, 2230, 2288, 2307, 2654, 2674, 2721, 2725, 2735, 2739, 2777, 2862, 2869, 3131, 3178, 3218, 3546, 3553, 3803, 3909, 3919, 3967, 4066, 4078, 4204, 4356, 4392, 4468, 4638, 4821, 4830, 5054, 5122, 5180, 5678, 5708, 5787, 5897, 5995, 6073, 6164, 6499, 6557, 6762, 6879, 6968, 7034, 7125, 7154, 7212, 7328, 7340, 7389, 7447, 7477, 7625, 7658, 7679, 7797, 7874, 7967, 7981, 8278, 8380, 8408, 8588, 8668, 8698, 8812, 8830, 8857, 8949, 9081, 9243, 9574, 9641, 9713, 9788, 9797, 
Column 2640 | average = 0.493016: 
Column 2641 | average = 0.491311: 
Column 2642 | average = 0.496787: 
Column 2643 | average = 0.494078: 
Column 2644 | average = 0.492978: 
Column 2645 | average = 0.500315: 189, 207, 308, 334, 499, 532, 739, 823, 829, 852, 961, 1093, 1247, 1260, 1378, 1382, 1540, 1574, 1618, 1682, 1722, 1747, 1783, 1838, 1876, 1918, 2392, 2404, 2473, 2595, 2624, 2654, 2727, 2965, 3002, 3115, 3157, 3189, 3253, 3313, 3706, 3763, 3828, 3978, 4181, 4370, 4472, 4686, 4710, 4716, 4751, 4880, 4901, 4946, 5128, 5134, 5242, 5254, 5496, 5590, 5713, 5990, 6093, 6219, 6220, 6230, 6257, 6264, 6298, 6302, 6513, 6514, 6581, 6584, 6767, 6783, 7015, 7038, 7054, 7059, 7314, 7320, 7487, 7554, 7558, 7728, 7731, 7789, 7843, 7862, 7880, 7980, 7997, 8098, 8190, 8427, 8432, 8434, 8486, 8728, 8982, 9016, 9340, 9437, 9457, 9493, 9734, 9790, 9855, 9869, 9873, 9907, 
Column 2646 | average = 0.488218: 
Column 2647 | average = 0.498942: 
Column 2648 | average = 0.490736: 137, 420, 628, 676, 764, 857, 952, 1069, 1075, 1217, 1423, 1493, 1546, 2066, 2129, 2186, 2294, 2356, 2710, 2770, 2811, 2848, 2882, 2887, 2979, 3003, 3053, 3150, 3200, 3424, 3474, 3519, 3711, 3796, 3961, 3994, 4112, 4155, 4181, 4239, 4259, 4368, 4455, 4541, 4611, 4760, 4762, 4828, 5023, 5151, 5171, 5242, 5259, 5333, 5531, 5561, 5633, 5670, 5815, 5913, 5952, 5970, 5991, 6203, 6428, 6470, 6578, 6590, 6646, 6653, 6683, 6694, 7145, 7148, 7188, 7279, 7304, 7365, 7440, 7492, 7592, 7746, 8024, 8445, 8656, 8802, 8817, 8818, 8980, 8993, 9098, 9153, 9403, 9435, 9447, 9466, 9472, 9658, 9742, 9763, 9811, 9893, 9910, 9932, 
Column 2649 | average = 0.495049: 
Column 2650 | average = 0.498835: 
Column 2651 | average = 0.496208: 
Column 2652 | average = 0.491667: 
Column 2653 | average = 0.497379: 
Column 2654 | average = 0.492857: 
Column 2655 | average = 0.492431: 
Column 2656 | average = 0.499121: 
Column 2657 | average = 0.492420: 
Column 2658 | average = 0.502020: 
Column 2659 | average = 0.488566: 
Column 2660 | average = 0.496700: 
Column 2661 | average = 0.490672: 144, 186, 267, 348, 395, 439, 466, 592, 764, 844, 968, 1066, 1140, 1188, 1260, 1419, 1676, 1699, 1724, 1789, 1826, 1832, 1938, 1999, 2155, 2205, 2214, 2245, 2280, 2305, 2314, 2506, 2589, 2640, 2685, 2700, 2854, 3146, 3188, 3460, 3771, 3899, 3900, 4038, 4093, 4189, 4237, 4275, 4677, 4908, 4926, 4936, 4939, 4975, 5142, 5251, 5261, 5293, 5295, 5337, 5364, 5365, 5394, 5509, 5532, 5598, 5723, 5777, 6002, 6115, 6358, 6524, 6642, 6786, 7109, 7138, 7142, 7155, 7307, 7438, 7748, 7848, 8040, 8082, 8351, 8434, 8487, 8500, 8739, 8813, 8837, 8974, 9016, 9041, 9109, 9562, 9664, 9686, 9732, 9797, 9919, 
Column 2662 | average = 0.499965: 
Column 2663 | average = 0.495629: 
Column 2664 | average = 0.497292: 
Column 2665 | average = 0.494524: 
Column 2666 | average = 0.493373: 
Column 2667 | average = 0.496485: 
Column 2668 | average = 0.498253: 
Column 2669 | average = 0.498015: 
Column 2670 | average = 0.495770: 
Column 2671 | average = 0.495976: 
Column 2672 | average = 0.492162: 
Column 2673 | average = 0.492173: 
Column 2674 | average = 0.491798: 
Column 2675 | average = 0.491443: 
Column 2676 | average = 0.493910: 
Column 2677 | average = 0.495405: 
Column 2678 | average = 0.496493: 
Column 2679 | average = 0.493958: 
Column 2680 | average = 0.491509: 
Column 2681 | average = 0.490811: 283, 338, 377, 664, 671, 755, 779, 853, 869, 901, 1004, 1110, 1205, 1288, 1294, 1796, 1815, 1849, 2005, 2012, 2067, 2221, 2274, 2276, 2313, 2374, 2460, 2507, 2849, 2876, 3027, 3069, 3087, 3098, 3105, 3191, 3324, 3479, 3534, 3602, 3633, 3649, 3862, 3902, 3948, 4077, 4155, 4224, 4387, 4562, 4600, 4713, 4821, 4939, 4941, 4978, 5214, 5220, 5324, 5437, 5717, 5821, 5926, 6116, 6214, 6513, 6760, 6952, 6991, 7142, 7151, 7162, 7307, 7445, 7509, 7825, 7864, 8097, 8154, 8176, 8232, 8285, 8357, 8493, 8515, 8606, 8799, 8820, 8835, 8886, 8895, 8902, 8973, 9253, 9354, 9385, 9393, 9399, 9507, 9517, 9546, 9576, 9666, 9906, 9934, 
Column 2682 | average = 0.493012: 
Column 2683 | average = 0.495739: 
Column 2684 | average = 0.497108: 
Column 2685 | average = 0.499047: 
Column 2686 | average = 0.491375: 
Column 2687 | average = 0.498026: 
Column 2688 | average = 0.497800: 
Column 2689 | average = 0.489816: 
Column 2690 | average = 0.494583: 
Column 2691 | average = 0.493519: 
Column 2692 | average = 0.493975: 
Column 2693 | average = 0.493235: 
Column 2694 | average = 0.494085: 
Column 2695 | average = 0.494526: 
Column 2696 | average = 0.487748: 
Column 2697 | average = 0.499514: 
Column 2698 | average = 0.493693: 
Column 2699 | average = 0.496072: 
Column 2700 | average = 0.489411: 
Column 2701 | average = 0.494522: 
Column 2702 | average = 0.489425: 
Column 2703 | average = 0.491395: 
Column 2704 | average = 0.492967: 
Column 2705 | average = 0.495735: 
Column 2706 | average = 0.494197: 
Column 2707 | average = 0.497309: 
Column 2708 | average = 0.490658: 140, 236, 424, 490, 611, 817, 907, 965, 1019, 1215, 1265, 1424, 1458, 1591, 1625, 1658, 1699, 1743, 1764, 1875, 1995, 2038, 2236, 2341, 2343, 2469, 2755, 2765, 2951, 3328, 3441, 3742, 3762, 3815, 3830, 3927, 4097, 4258, 4263, 4274, 4485, 4493, 4649, 4661, 4678, 4787, 4872, 4963, 5092, 5132, 5148, 5183, 5206, 5222, 5357, 5385, 5442, 5524, 5533, 5653, 5705, 5822, 5862, 5947, 5952, 6395, 6595, 6761, 6797, 7021, 7024, 7113, 7336, 7487, 7789, 7934, 8039, 8077, 8114, 8367, 8546, 8605, 8639, 8795, 8848, 8855, 8885, 8949, 9162, 9394, 9531, 9555, 9614, 9662, 9708, 9928, 9938, 9990, 
Column 2709 | average = 0.495766: 
Column 2710 | average = 0.493035: 
Column 2711 | average = 0.492037: 
Column 2712 | average = 0.494245: 
Column 2713 | average = 0.494959: 
Column 2714 | average = 0.495428: 
Column 2715 | average = 0.495977: 
Column 2716 | average = 0.503076: 
Column 2717 | average = 0.495707: 
Column 2718 | average = 0.499928: 
Column 2719 | average = 0.494332: 
Column 2720 | average = 0.494953: 
Column 2721 | average = 0.491936: 
Column 2722 | average = 0.499283: 
Column 2723 | average = 0.499394: 
Column 2724 | average = 0.491834: 
Column 2725 | average = 0.494657: 
Column 2726 | average = 0.499077: 
Column 2727 | average = 0.491443: 
Column 2728 | average = 0.493350: 
Column 2729 | average = 0.499001: 
Column 2730 | average = 0.497013: 
Column 2731 | average = 0.492857: 
Column 2732 | average = 0.492616: 
Column 2733 | average = 0.492581: 
Column 2734 | average = 0.491371: 
Column 2735 | average = 0.492872: 
Column 2736 | average = 0.490912: 44, 240, 303, 357, 368, 374, 385, 398, 460, 527, 543, 593, 673, 752, 759, 768, 907, 1360, 1689, 1700, 1764, 1889, 2019, 2080, 2088, 2091, 2304, 2402, 2745, 2794, 2806, 2901, 2923, 2942, 2947, 3262, 3313, 3329, 3355, 3383, 3414, 3488, 3568, 3650, 3769, 3850, 3908, 4032, 4180, 4408, 4457, 4516, 4533, 4539, 4600, 4751, 4856, 4882, 5003, 5219, 5263, 5282, 5288, 5425, 5610, 5727, 5737, 6021, 6129, 6146, 6157, 6322, 6378, 6385, 6723, 6915, 7010, 7103, 7144, 7172, 7207, 7368, 7431, 7548, 7608, 7632, 7695, 7706, 7739, 7756, 7871, 7896, 8325, 8523, 8547, 8615, 8710, 8785, 8882, 9346, 9416, 9460, 9545, 9696, 9704, 9749, 9795, 9879, 
Column 2737 | average = 0.494848: 
Column 2738 | average = 0.496358: 
Column 2739 | average = 0.490745: 98, 120, 137, 139, 165, 186, 249, 305, 387, 478, 531, 688, 722, 818, 845, 895, 896, 941, 1080, 1084, 1163, 1302, 1311, 1349, 1413, 1492, 1718, 1802, 2013, 2057, 2091, 2197, 2202, 2355, 2483, 2895, 3003, 3212, 3254, 3273, 3276, 3309, 3316, 3425, 3457, 3490, 3547, 3589, 3785, 3798, 3991, 4107, 4269, 4430, 4633, 4639, 4813, 4898, 4967, 4970, 5071, 5386, 5466, 5498, 5583, 5768, 6358, 6450, 6493, 6574, 6702, 6764, 6892, 6986, 7103, 7137, 7571, 7608, 7639, 7698, 7716, 7793, 7869, 7876, 7906, 8236, 8511, 8767, 8825, 8880, 8883, 8901, 9225, 9290, 9395, 9635, 9720, 9800, 9820, 9914, 
Column 2740 | average = 0.496951: 
Column 2741 | average = 0.491565: 
Column 2742 | average = 0.498928: 
Column 2743 | average = 0.495211: 
Column 2744 | average = 0.495673: 
Column 2745 | average = 0.491254: 
Column 2746 | average = 0.495355: 
Column 2747 | average = 0.489598: 
Column 2748 | average = 0.495156: 
Column 2749 | average = 0.495906: 
Column 2750 | average = 0.492717: 
Column 2751 | average = 0.493425: 
Column 2752 | average = 0.495967: 
Column 2753 | average = 0.495511: 
Column 2754 | average = 0.491634: 
Column 2755 | average = 0.492774: 
Column 2756 | average = 0.497011: 
Column 2757 | average = 0.495990: 
Column 2758 | average = 0.493497: 
Column 2759 | average = 0.492960: 
Column 2760 | average = 0.490436: 22, 281, 288, 318, 406, 480, 649, 661, 739, 799, 857, 871, 992, 1151, 1306, 1494, 1495, 1541, 1615, 1726, 1734, 2099, 2140, 2336, 2602, 2676, 2740, 2805, 2836, 2927, 3149, 3206, 3515, 3545, 3588, 3646, 3819, 3904, 4222, 4511, 4530, 4648, 4768, 4773, 4938, 5078, 5182, 5255, 5284, 5357, 5637, 5764, 6084, 6138, 6226, 6244, 6340, 6356, 6374, 6441, 6463, 6543, 6822, 6893, 6925, 6993, 7129, 7149, 7161, 7224, 7246, 7294, 7354, 7363, 7401, 7409, 7917, 7955, 8019, 8184, 8229, 8382, 8495, 8617, 8773, 9049, 9091, 9136, 9140, 9149, 9195, 9210, 9238, 9295, 9567, 9621, 9680, 9802, 9825, 9855, 
Column 2761 | average = 0.493520: 
Column 2762 | average = 0.492323: 
Column 2763 | average = 0.493516: 
Column 2764 | average = 0.497205: 
Column 2765 | average = 0.494979: 
Column 2766 | average = 0.495986: 
Column 2767 | average = 0.497179: 
Column 2768 | average = 0.492861: 
Column 2769 | average = 0.494462: 
Column 2770 | average = 0.495071: 
Column 2771 | average = 0.497963: 
Column 2772 | average = 0.495280: 
Column 2773 | average = 0.493564: 
Column 2774 | average = 0.497290: 
Column 2775 | average = 0.494974: 
Column 2776 | average = 0.496619: 
Column 2777 | average = 0.497130: 
Column 2778 | average = 0.497143: 
Column 2779 | average = 0.493537: 
Column 2780 | average = 0.496150: 
Column 2781 | average = 0.498100: 
Column 2782 | average = 0.494332: 
Column 2783 | average = 0.494691: 
Column 2784 | average = 0.497530: 
Column 2785 | average = 0.494113: 
Column 2786 | average = 0.497850: 
Column 2787 | average = 0.489274: 
Column 2788 | average = 0.493594: 
Column 2789 | average = 0.493649: 
Column 2790 | average = 0.495404: 
Column 2791 | average = 0.497322: 
Column 2792 | average = 0.489267: 
Column 2793 | average = 0.496856: 
Column 2794 | average = 0.491580: 
Column 2795 | average = 0.491649: 
Column 2796 | average = 0.492674: 
Column 2797 | average = 0.492716: 
Column 2798 | average = 0.491577: 
Column 2799 | average = 0.494062: 
Column 2800 | average = 0.491005: 
Column 2801 | average = 0.493269: 
Column 2802 | average = 0.495520: 
Column 2803 | average = 0.492860: 
Column 2804 | average = 0.492930: 
Column 2805 | average = 0.493771: 
Column 2806 | average = 0.497216: 
Column 2807 | average = 0.500637: 34, 51, 107, 153, 167, 242, 250, 289, 592, 689, 698, 740, 770, 890, 903, 958, 1228, 1293, 1346, 1388, 1582, 1708, 1749, 1798, 1831, 2094, 2153, 2512, 2804, 2824, 2880, 3008, 3049, 3072, 3167, 3225, 3383, 3507, 3522, 3765, 3774, 4572, 4674, 4676, 4714, 5024, 5091, 5220, 5241, 5329, 5346, 5443, 5519, 5572, 5574, 5683, 5751, 5837, 5839, 5906, 5925, 6124, 6289, 6392, 6465, 6485, 6799, 6821, 6979, 7058, 7079, 7090, 7205, 7235, 7269, 7285, 7430, 7529, 7628, 7632, 7775, 7796, 7962, 8001, 8178, 8247, 8335, 8506, 8675, 8763, 8775, 8906, 8992, 9030, 9046, 9157, 9171, 9187, 9381, 9403, 9490, 9710, 9938, 9979, 
Column 2808 | average = 0.493463: 
Column 2809 | average = 0.496668: 
Column 2810 | average = 0.498900: 
Column 2811 | average = 0.497825: 
Column 2812 | average = 0.493340: 
Column 2813 | average = 0.491198: 
Column 2814 | average = 0.498030: 
Column 2815 | average = 0.494855: 
Column 2816 | average = 0.495914: 
Column 2817 | average = 0.496366: 
Column 2818 | average = 0.491648: 
Column 2819 | average = 0.491506: 
Column 2820 | average = 0.495441: 
Column 2821 | average = 0.495621: 
Column 2822 | average = 0.496279: 
Column 2823 | average = 0.495369: 
Column 2824 | average = 0.494133: 
Column 2825 | average = 0.498254: 
Column 2826 | average = 0.496209: 
Column 2827 | average = 0.490674: 76, 149, 152, 592, 595, 774, 822, 836, 839, 1009, 1094, 1196, 1258, 1282, 1485, 1641, 1663, 1854, 1882, 1939, 1962, 1989, 2039, 2057, 2170, 2204, 2226, 2526, 2547, 2640, 2770, 2857, 3001, 3070, 3118, 3158, 3467, 3759, 3769, 3785, 3892, 3935, 4069, 4483, 4588, 4655, 4747, 5052, 5054, 5066, 5088, 5142, 5274, 5282, 5298, 5346, 5395, 5399, 5490, 5509, 5555, 5892, 5985, 5991, 6048, 6155, 6258, 6301, 6543, 6600, 6639, 6715, 6801, 6832, 6942, 7089, 7126, 7139, 7192, 7207, 7223, 7269, 7502, 7710, 7718, 7755, 7772, 7818, 7880, 7961, 7982, 8034, 8333, 8373, 8474, 8524, 8598, 8724, 8798, 8807, 8990, 9053, 9747, 9827, 9939, 9959, 
Column 2828 | average = 0.497870: 
Column 2829 | average = 0.499543: 
Column 2830 | average = 0.497250: 
Column 2831 | average = 0.495813: 
Column 2832 | average = 0.492762: 
Column 2833 | average = 0.491749: 
Column 2834 | average = 0.495922: 
Column 2835 | average = 0.496764: 
Column 2836 | average = 0.496399: 
Column 2837 | average = 0.495885: 
Column 2838 | average = 0.500446: 86, 256, 319, 432, 490, 661, 1063, 1496, 1582, 1601, 1607, 1611, 1654, 1799, 1851, 1881, 1935, 1968, 1988, 2032, 2036, 2057, 2096, 2127, 2147, 2164, 2292, 2455, 2462, 2479, 2543, 2636, 2735, 2793, 2849, 3001, 3015, 3147, 3223, 3246, 3282, 3309, 3395, 3408, 3554, 3750, 3752, 3792, 3804, 4032, 4186, 4301, 4522, 4535, 4633, 4670, 4752, 5056, 5205, 5248, 5264, 5345, 5358, 5406, 5547, 5898, 5974, 6013, 6143, 6149, 6242, 6283, 6307, 6455, 6527, 6554, 6596, 6686, 6734, 6738, 6800, 6847, 6856, 6861, 7017, 7258, 7323, 7668, 7872, 7879, 8093, 8208, 8233, 8306, 8341, 8413, 8513, 8570, 8571, 8830, 8893, 8928, 8947, 9009, 9052, 9066, 9102, 9232, 9376, 9510, 9589, 9957, 
Column 2839 | average = 0.497067: 
Column 2840 | average = 0.491095: 
Column 2841 | average = 0.493747: 
Column 2842 | average = 0.495242: 
Column 2843 | average = 0.500985: 111, 122, 242, 286, 462, 558, 656, 754, 988, 1023, 1049, 1374, 1478, 1524, 1552, 1597, 1630, 1665, 1942, 2036, 2067, 2157, 2202, 2357, 2455, 2627, 2632, 2690, 2699, 2752, 2778, 2925, 3418, 3439, 3824, 3856, 3871, 3966, 4081, 4286, 4336, 4459, 4579, 4655, 4712, 4873, 5147, 5226, 5237, 5393, 5420, 5503, 5539, 5618, 5997, 6077, 6099, 6138, 6152, 6514, 6646, 6775, 6842, 6948, 7178, 7291, 7311, 7433, 7623, 7808, 8205, 8276, 8301, 8349, 8397, 8410, 8745, 8849, 8912, 8984, 9077, 9267, 9370, 9586, 9611, 9684, 9707, 9795, 9953, 
Column 2844 | average = 0.490611: 317, 389, 788, 820, 997, 1067, 1098, 1221, 1259, 1306, 1389, 1478, 1540, 1542, 2149, 2313, 2391, 2446, 2578, 2706, 2720, 2911, 3011, 3046, 3450, 3453, 3640, 3727, 3736, 3774, 3789, 3876, 3882, 3914, 3952, 4186, 4378, 4388, 4520, 4584, 4621, 4651, 4751, 4814, 4831, 4901, 5035, 5059, 5124, 5181, 5195, 5308, 5314, 5324, 5343, 5440, 5613, 5631, 5644, 5645, 5664, 5686, 5687, 5891, 5993, 6113, 6204, 6220, 6526, 6561, 6606, 6713, 6737, 6798, 6882, 6904, 6948, 7011, 7113, 7130, 7476, 7659, 7705, 7828, 7836, 7839, 7957, 7982, 8013, 8260, 8309, 8436, 8476, 8604, 8620, 8636, 8645, 8676, 8843, 8904, 8969, 9078, 9092, 9119, 9160, 9188, 9730, 9936, 
Column 2845 | average = 0.495151: 
Column 2846 | average = 0.491356: 
Column 2847 | average = 0.494563: 
Column 2848 | average = 0.491863: 
Column 2849 | average = 0.497196: 
Column 2850 | average = 0.500505: 0, 211, 351, 456, 479, 501, 526, 580, 713, 759, 1041, 1068, 1215, 1227, 1322, 1348, 1443, 1586, 1636, 1684, 1761, 1858, 1986, 2006, 2027, 2079, 2089, 2098, 2207, 2514, 2583, 2588, 2861, 2896, 2974, 3079, 3090, 3134, 3252, 3472, 3714, 3816, 3828, 3839, 4031, 4170, 4321, 4624, 4735, 4832, 4839, 4877, 5008, 5151, 5224, 5482, 5662, 5765, 5887, 5903, 6156, 6217, 6219, 6370, 6542, 6628, 6645, 6656, 6673, 6689, 6762, 7180, 7222, 7251, 7300, 7335, 7419, 7498, 7508, 7537, 7556, 7711, 7717, 7757, 7924, 7971, 8127, 8302, 8430, 8573, 8613, 8730, 8741, 8950, 9146, 9242, 9375, 9582, 9775, 9791, 9886, 9945, 9954, 9963, 9994, 9995, 
Column 2851 | average = 0.492891: 
Column 2852 | average = 0.494048: 
Column 2853 | average = 0.492658: 
Column 2854 | average = 0.492047: 
Column 2855 | average = 0.489468: 
Column 2856 | average = 0.496480: 
Column 2857 | average = 0.495091: 
Column 2858 | average = 0.495110: 
Column 2859 | average = 0.489324: 
Column 2860 | average = 0.493947: 
Column 2861 | average = 0.490196: 106, 176, 367, 403, 438, 456, 634, 696, 805, 887, 951, 961, 996, 1146, 1155, 1582, 1652, 1972, 1991, 2132, 2459, 2614, 2830, 2887, 3026, 3206, 3223, 3243, 3356, 3445, 3499, 3618, 3638, 3666, 3758, 3778, 3819, 3842, 3976, 4050, 4062, 4178, 4396, 4406, 4524, 4529, 4613, 4702, 4771, 4982, 5028, 5083, 5201, 5256, 5263, 5420, 5931, 6051, 6161, 6182, 6214, 6398, 6784, 6789, 7077, 7164, 7268, 7345, 7486, 7498, 7539, 7694, 7879, 7910, 8010, 8098, 8282, 8354, 8512, 8603, 8697, 8764, 8839, 8955, 8978, 9081, 9129, 9285, 9327, 9380, 9397, 9506, 9518, 9632, 9642, 9735, 9786, 9847, 9866, 9881, 9943, 9952, 
Column 2862 | average = 0.492689: 
Column 2863 | average = 0.496695: 
Column 2864 | average = 0.492626: 
Column 2865 | average = 0.493493: 
Column 2866 | average = 0.496272: 
Column 2867 | average = 0.493857: 
Column 2868 | average = 0.491523: 
